time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/explained_variance,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss,eval/mean_reward,eval/mean_ep_length
14,896,57.69230769230769,-276.0923417692308,0,8412,0.0,0.012231968,0.046875,432.9107360839844,-0.04693916048854589,130,0.0003,-10.103424263000488,0.2,872.8664916992187,,
15,960,60.214285714285715,-286.5479905714286,0,8731,0.0,0.012407127,0.0671875,342.35650634765625,-0.04678118880838156,140,0.0003,-10.054755973815919,0.2,691.4053649902344,,
,1024,,,,,-1.1920928955078125e-07,0.009310201,0.028125,403.4467468261719,-0.03989046439528465,150,0.0003,-10.01145076751709,0.2,814.0053100585938,-116.35083119999999,134.0
16,1024,60.214285714285715,-286.5479905714286,0,11854,,,,,,,,,,,,
17,1088,60.214285714285715,-286.5479905714286,0,12194,5.960464477539063e-08,0.00579891,0.0140625,523.6986083984375,-0.03207609206438065,160,0.0003,-9.970413970947266,0.2,1055.2931396484375,,
18,1152,62.6875,-289.8401415625,0,12500,1.1920928955078125e-07,0.014871908,0.0578125,383.7554016113281,-0.05364432241767645,170,0.0003,-9.947218418121338,0.2,774.2820556640625,,
19,1216,62.6875,-289.8401415625,0,12839,0.0,0.015464095,0.090625,349.4842529296875,-0.05063926968723535,180,0.0003,-9.881262397766113,0.2,705.2978820800781,,
20,1280,62.5,-287.19690949999995,0,13202,-1.1920928955078125e-07,0.011157144,0.0515625,388.0343017578125,-0.0419872235506773,190,0.0003,-9.858598136901856,0.2,782.8974304199219,,
21,1344,65.05263157894737,-292.5053974210526,0,13502,0.0,0.009286194,0.0296875,459.1729431152344,-0.03755147494375706,200,0.0003,-9.853038883209228,0.2,925.1312255859375,,
22,1408,64.85,-289.53231105,0,13816,1.1920928955078125e-07,0.022929654,0.10625,261.6103515625,-0.056200099736452104,210,0.0003,-9.883120441436768,0.2,529.1935302734375,,
23,1472,64.85,-289.53231105,0,14131,0.0,0.014848035,0.071875,322.2337341308594,-0.04740738719701767,220,0.0003,-9.90728816986084,0.2,650.2090393066406,,
,1536,,,,,-1.1920928955078125e-07,0.010459919,0.0359375,371.0997009277344,-0.037965253740549085,230,0.0003,-9.876534175872802,0.2,748.9197021484375,-295.75913380000003,134.0
24,1536,64.28571428571429,-284.50313038095237,0,17156,,,,,,,,,,,,
25,1600,64.28571428571429,-284.50313038095237,0,17423,0.0,0.011442014,0.04375,198.69155883789062,-0.0473469378426671,240,0.0003,-9.852202987670898,0.2,402.68150329589844,,
26,1664,64.28571428571429,-284.50313038095237,0,17743,5.960464477539063e-08,0.022848142,0.115625,215.81007385253906,-0.057962853088974954,250,0.0003,-9.84992332458496,0.2,437.2499633789063,,
27,1728,68.52173913043478,-292.60837991304345,0,18046,0.0,0.011826382,0.04375,352.4669189453125,-0.0378749880939722,260,0.0003,-9.847576999664307,0.2,711.4200744628906,,
28,1792,66.375,-282.45552375000005,0,18353,0.0,0.015094347,0.065625,218.2051239013672,-0.046487811207771304,270,0.0003,-9.822467041015624,0.2,441.5942810058594,,
29,1856,66.375,-282.45552375000005,0,18695,5.960464477539063e-08,0.013838103,0.0625,251.1167449951172,-0.04526746291667223,280,0.0003,-9.803206062316894,0.2,507.6225250244141,,
30,1920,68.48,-286.62655956000003,0,18978,5.960464477539063e-08,0.0143117765,0.05625,424.50433349609375,-0.04809938240796328,290,0.0003,-9.790146541595458,0.2,855.8163391113281,,
31,1984,70.3076923076923,-289.7298111153846,0,19273,-1.1920928955078125e-07,0.018789183,0.090625,229.5792694091797,-0.05648132134228945,300,0.0003,-9.755115604400634,0.2,464.70754089355466,,
,2048,,,,,1.7881393432617188e-07,0.011357879,0.05,299.0532531738281,-0.03734900634735823,310,0.0003,-9.721208667755127,0.2,604.0715942382812,-184.08404099999998,134.0
32,2048,70.3076923076923,-289.7298111153846,0,22247,,,,,,,,,,,,
33,2112,70.3076923076923,-289.7298111153846,0,22500,0.0,0.011729382,0.04375,239.49827575683594,-0.04323175270110369,320,0.0003,-9.702918243408202,0.2,484.5974945068359,,
34,2176,72.14814814814815,-293.42895603703704,0,22782,0.0,0.011633984,0.04375,240.29759216308594,-0.039655090868473054,330,0.0003,-9.699145030975341,0.2,486.3175048828125,,
35,2240,73.64285714285714,-298.76583625000006,0,23081,0.0,0.013890113,0.05625,265.81109619140625,-0.04098499715328217,340,0.0003,-9.715316486358642,0.2,537.3714904785156,,
36,2304,73.64285714285714,-298.76583625000006,0,23348,5.960464477539063e-08,0.009619005,0.0296875,329.878662109375,-0.04002106282860041,350,0.0003,-9.734827423095703,0.2,665.6359130859375,,
37,2368,73.64285714285714,-298.76583625000006,0,23634,0.0,0.016308736,0.0734375,226.21347045898438,-0.050961440429091454,360,0.0003,-9.703580188751221,0.2,457.7948394775391,,
38,2432,74.73333333333333,-294.4706103333334,0,23876,0.0,0.018900804,0.0921875,211.8809356689453,-0.053064579237252475,370,0.0003,-9.671643161773682,0.2,429.45204162597656,,
39,2496,76.41935483870968,-297.36134045161293,0,24126,0.0,0.014857366,0.0671875,87.85997009277344,-0.05359007231891155,380,0.0003,-9.700585842132568,0.2,179.51960144042968,,
,2560,,,,,0.0,0.01839764,0.0765625,151.42047119140625,-0.054116389527916905,390,0.0003,-9.72072992324829,0.2,307.62598571777346,-181.9741884,400.0
40,2560,76.41935483870968,-297.36134045161293,0,27209,,,,,,,,,,,,
41,2624,75.5625,-292.0571683125,0,27480,1.1920928955078125e-07,0.017120507,0.0921875,238.86746215820312,-0.0483551986515522,400,0.0003,-9.746419429779053,0.2,483.47291564941406,,
42,2688,75.5625,-292.0571683125,0,27765,0.0,0.013009103,0.053125,258.1036682128906,-0.04442016826942563,410,0.0003,-9.753700733184814,0.2,521.5411193847656,,
43,2752,77.21212121212122,-294.2280076060606,0,28016,0.0,0.014437213,0.06875,286.7052307128906,-0.04526260457932949,420,0.0003,-9.701829433441162,0.2,579.261962890625,,
44,2816,76.20588235294117,-290.0700525294117,0,28295,0.0,0.010962786,0.03125,232.38595581054688,-0.04531225245445967,430,0.0003,-9.651302814483643,0.2,470.16957397460936,,
45,2880,76.20588235294117,-290.0700525294117,0,28554,0.0,0.012972923,0.05625,204.42559814453125,-0.04094082731753588,440,0.0003,-9.63396520614624,0.2,413.86280212402346,,
46,2944,77.91428571428571,-292.49970399999995,0,28788,1.1920928955078125e-07,0.010065842,0.034375,237.30364990234375,-0.039290782250463965,450,0.0003,-9.63214807510376,0.2,480.1730133056641,,
47,3008,78.97297297297297,-292.0514795945945,0,29051,-1.1920928955078125e-07,0.018416584,0.0796875,202.07630920410156,-0.050875288993120195,460,0.0003,-9.613435745239258,0.2,409.3677734375,,
,3072,,,,,0.0,0.02356517,0.10625,100.22802734375,-0.0596517969854176,470,0.0003,-9.622442436218261,0.2,204.3959747314453,-240.89289279999997,400.0
48,3072,78.97297297297297,-292.0514795945945,0,32151,,,,,,,,,,,,
49,3136,78.97297297297297,-292.0514795945945,0,32402,0.0,0.013335225,0.065625,211.34173583984375,-0.03995423000305891,480,0.0003,-9.601731777191162,0.2,428.05499572753905,,
50,3200,78.02631578947368,-287.8246884473684,0,32680,0.0,0.010242311,0.0359375,236.45291137695312,-0.042827412113547327,490,0.0003,-9.575149822235108,0.2,478.4297821044922,,
51,3264,78.02631578947368,-287.8246884473684,0,32947,0.0,0.008929431,0.0375,235.30093383789062,-0.03816067613661289,500,0.0003,-9.543386745452882,0.2,475.5574188232422,,
52,3328,78.02631578947368,-287.8246884473684,0,33201,1.1920928955078125e-07,0.009904224,0.04375,272.7679138183594,-0.03701415415853262,510,0.0003,-9.532285118103028,0.2,551.316845703125,,
53,3392,79.76923076923077,-288.979836,0,33452,0.0,0.014024525,0.0640625,162.90386962890625,-0.046116124466061593,520,0.0003,-9.5028639793396,0.2,330.7669921875,,
54,3456,79.76923076923077,-288.979836,0,33679,-1.1920928955078125e-07,0.022488032,0.1171875,174.1151123046875,-0.054020803049206735,530,0.0003,-9.496733951568604,0.2,352.9275665283203,,
55,3520,82.26829268292683,-290.87657246341456,0,33936,0.0,0.023632366,0.1234375,98.324462890625,-0.05282818470150232,540,0.0003,-9.49842357635498,0.2,200.93573913574218,,
,3584,,,,,5.960464477539063e-08,0.024252271,0.1078125,146.5943603515625,-0.05698062665760517,550,0.0003,-9.539766120910645,0.2,297.2725830078125,-183.75596479999996,400.0
56,3584,82.26829268292683,-290.87657246341456,0,37019,,,,,,,,,,,,
57,3648,81.11904761904762,-286.2475444047618,0,37321,0.0,0.009553503,0.0265625,256.99127197265625,-0.030883180722594262,560,0.0003,-9.61582155227661,0.2,519.7464599609375,,
58,3712,82.16279069767442,-288.13915951162784,0,37583,1.1920928955078125e-07,0.013557377,0.059375,217.73890686035156,-0.04329333771020174,570,0.0003,-9.628997802734375,0.2,440.71997985839846,,
59,3776,80.8409090909091,-283.0197024545454,0,37856,0.0,0.014883036,0.06875,172.21463012695312,-0.04766480531543493,580,0.0003,-9.63076400756836,0.2,349.3306427001953,,
60,3840,80.8409090909091,-283.0197024545454,0,38139,-1.1920928955078125e-07,0.016481625,0.0828125,250.89639282226562,-0.04579468984156847,590,0.0003,-9.662379169464112,0.2,506.906591796875,,
61,3904,80.8409090909091,-283.0197024545454,0,38424,-1.1920928955078125e-07,0.014165791,0.06875,359.2216491699219,-0.04183527352288365,600,0.0003,-9.66119031906128,0.2,724.7249694824219,,
62,3968,82.55319148936171,-284.057677787234,0,38731,1.7881393432617188e-07,0.009812835,0.025,191.64540100097656,-0.03796328976750374,610,0.0003,-9.637038898468017,0.2,388.4436401367187,,
63,4032,80.75510204081633,-277.4518136530612,0,38968,0.0,0.016678378,0.0765625,215.11187744140625,-0.05329837650060654,620,0.0003,-9.605067729949951,0.2,434.8207611083984,,
,4096,,,,,0.0,0.015809234,0.0734375,164.18045043945312,-0.045840376801788804,630,0.0003,-9.58061933517456,0.2,332.68121032714845,-182.49524079999998,400.0
64,4096,80.75510204081633,-277.4518136530612,0,42054,,,,,,,,,,,,
65,4160,79.76,-273.5265809,0,42296,-1.1920928955078125e-07,0.014833016,0.065625,249.2624053955078,-0.043377965316176416,640,0.0003,-9.555182838439942,0.2,503.9543853759766,,
66,4224,79.76,-273.5265809,0,42571,0.0,0.02362166,0.1421875,213.32345581054688,-0.05696405321359634,650,0.0003,-9.486999988555908,0.2,431.82036743164065,,
67,4288,79.76,-273.5265809,0,42811,1.1920928955078125e-07,0.011060392,0.0453125,235.0462646484375,-0.03587795495986938,660,0.0003,-9.481980323791504,0.2,475.7071105957031,,
68,4352,79.76,-273.5265809,0,43072,0.0,0.010925052,0.0453125,160.4119110107422,-0.0438777968287468,670,0.0003,-9.530216693878174,0.2,325.6804718017578,,
69,4416,79.76,-273.5265809,0,43336,0.0,0.008436381,0.025,192.6345672607422,-0.035475480183959004,680,0.0003,-9.51582612991333,0.2,390.3856262207031,,
70,4480,81.01923076923077,-274.7677898269231,0,43598,0.0,0.023582386,0.1171875,201.0261688232422,-0.058246466889977457,690,0.0003,-9.434142589569092,0.2,407.30310974121096,,
71,4544,82.88888888888889,-278.59938050000005,0,43888,0.0,0.021217067,0.1125,178.4319610595703,-0.06076903752982617,700,0.0003,-9.371031284332275,0.2,361.1342346191406,,
,4608,,,,,1.1920928955078125e-07,0.013921447,0.0625,239.96661376953125,-0.03626634888350964,710,0.0003,-9.401423358917237,0.2,484.79140319824216,-219.0963018,400.0
72,4608,82.88888888888889,-278.59938050000005,0,46926,,,,,,,,,,,,
73,4672,82.88888888888889,-278.59938050000005,0,47176,-1.1920928955078125e-07,0.007340722,0.025,231.023681640625,-0.03536526933312416,720,0.0003,-9.407366371154785,0.2,467.4460784912109,,
74,4736,82.88888888888889,-278.59938050000005,0,47419,0.0,0.019293485,0.09375,188.55319213867188,-0.059770349971950056,730,0.0003,-9.364792728424073,0.2,382.04433288574216,,
75,4800,82.85454545454546,-277.37433072727276,0,47622,0.0,0.013158467,0.0484375,171.68760681152344,-0.045491930656135084,740,0.0003,-9.294667053222657,0.2,348.34722290039065,,
76,4864,82.85454545454546,-277.37433072727276,0,47895,0.0,0.028335191,0.171875,141.75186157226562,-0.06182376872748137,750,0.0003,-9.215941619873046,0.2,287.2522796630859,,
77,4928,82.85454545454546,-277.37433072727276,0,48070,0.0,0.017344508,0.1015625,221.32028198242188,-0.04264892227947712,760,0.0003,-9.181961822509766,0.2,447.84568481445314,,
78,4992,83.55357142857143,-277.49831805357144,0,48273,0.0,0.012441653,0.0546875,126.00041198730469,-0.04158874116837978,770,0.0003,-9.2678053855896,0.2,256.67154693603516,,
79,5056,83.55357142857143,-277.49831805357144,0,48461,-1.1920928955078125e-07,0.016930362,0.0765625,131.1275177001953,-0.04543228503316641,780,0.0003,-9.319472980499267,0.2,266.54953918457034,,
