Logging to ./logs_PPO_0.001_baseline
---------------------------------
| rollout/           |          |
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.9        |
|    ep_rew_mean          | -272        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 12          |
|    time_elapsed         | 7883        |
|    total_timesteps      | 768         |
| train/                  |             |
|    approx_kl            | 0.011766544 |
|    clip_fraction        | 0.0578      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 378         |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0467     |
|    value_loss           | 763         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.8        |
|    ep_rew_mean          | -285        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 13          |
|    time_elapsed         | 8283        |
|    total_timesteps      | 832         |
| train/                  |             |
|    approx_kl            | 0.007705616 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 534         |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0348     |
|    value_loss           | 1.07e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.4        |
|    ep_rew_mean          | -293        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 14          |
|    time_elapsed         | 8663        |
|    total_timesteps      | 896         |
| train/                  |             |
|    approx_kl            | 0.010335488 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 510         |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0399     |
|    value_loss           | 1.03e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.7        |
|    ep_rew_mean          | -303        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 15          |
|    time_elapsed         | 9052        |
|    total_timesteps      | 960         |
| train/                  |             |
|    approx_kl            | 0.012943729 |
|    clip_fraction        | 0.0516      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 386         |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0521     |
|    value_loss           | 778         |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 200         |
|    mean_reward          | -271        |
| time/                   |             |
|    total_timesteps      | 1024        |
| train/                  |             |
|    approx_kl            | 0.014150036 |
|    clip_fraction        | 0.0719      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 441         |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0382     |
|    value_loss           | 887         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 61       |
|    ep_rew_mean     | -307     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 16       |
|    time_elapsed    | 12151    |
|    total_timesteps | 1024     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.8        |
|    ep_rew_mean          | -290        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 17          |
|    time_elapsed         | 12520       |
|    total_timesteps      | 1088        |
| train/                  |             |
|    approx_kl            | 0.007732114 |
|    clip_fraction        | 0.0156      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.1       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 386         |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.037      |
|    value_loss           | 776         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.8        |
|    ep_rew_mean          | -290        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 18          |
|    time_elapsed         | 12839       |
|    total_timesteps      | 1152        |
| train/                  |             |
|    approx_kl            | 0.012087294 |
|    clip_fraction        | 0.05        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 386         |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.0469     |
|    value_loss           | 777         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.8        |
|    ep_rew_mean          | -290        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 19          |
|    time_elapsed         | 13203       |
|    total_timesteps      | 1216        |
| train/                  |             |
|    approx_kl            | 0.010458134 |
|    clip_fraction        | 0.0328      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10         |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 393         |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0413     |
|    value_loss           | 791         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.3        |
|    ep_rew_mean          | -296        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 20          |
|    time_elapsed         | 13547       |
|    total_timesteps      | 1280        |
| train/                  |             |
|    approx_kl            | 0.013777612 |
|    clip_fraction        | 0.0625      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.99       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 319         |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0456     |
|    value_loss           | 642         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.3        |
|    ep_rew_mean          | -296        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 21          |
|    time_elapsed         | 13859       |
|    total_timesteps      | 1344        |
| train/                  |             |
|    approx_kl            | 0.015737891 |
|    clip_fraction        | 0.0641      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.92       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 281         |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0509     |
|    value_loss           | 565         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | -285        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 22          |
|    time_elapsed         | 14151       |
|    total_timesteps      | 1408        |
| train/                  |             |
|    approx_kl            | 0.019862168 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.84       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 274         |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0512     |
|    value_loss           | 553         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.6        |
|    ep_rew_mean          | -289        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 23          |
|    time_elapsed         | 14438       |
|    total_timesteps      | 1472        |
| train/                  |             |
|    approx_kl            | 0.018446798 |
|    clip_fraction        | 0.0906      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.74       |
|    explained_variance   | 1.79e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 281         |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0549     |
|    value_loss           | 566         |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 400        |
|    mean_reward          | -182       |
| time/                   |            |
|    total_timesteps      | 1536       |
| train/                  |            |
|    approx_kl            | 0.03601335 |
|    clip_fraction        | 0.189      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.61      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 170        |
|    n_updates            | 230        |
|    policy_gradient_loss | -0.0586    |
|    value_loss           | 344        |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 62.6     |
|    ep_rew_mean     | -289     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 24       |
|    time_elapsed    | 17536    |
|    total_timesteps | 1536     |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 62.6       |
|    ep_rew_mean          | -289       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 25         |
|    time_elapsed         | 17767      |
|    total_timesteps      | 1600       |
| train/                  |            |
|    approx_kl            | 0.02479199 |
|    clip_fraction        | 0.141      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.44      |
|    explained_variance   | 1.79e-07   |
|    learning_rate        | 0.0003     |
|    loss                 | 118        |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.0578    |
|    value_loss           | 239        |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.5       |
|    ep_rew_mean          | -279       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 26         |
|    time_elapsed         | 18015      |
|    total_timesteps      | 1664       |
| train/                  |            |
|    approx_kl            | 0.03269295 |
|    clip_fraction        | 0.191      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.33      |
|    explained_variance   | 1.79e-07   |
|    learning_rate        | 0.0003     |
|    loss                 | 106        |
|    n_updates            | 250        |
|    policy_gradient_loss | -0.0655    |
|    value_loss           | 215        |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.5       |
|    ep_rew_mean          | -279       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 27         |
|    time_elapsed         | 18266      |
|    total_timesteps      | 1728       |
| train/                  |            |
|    approx_kl            | 0.01563073 |
|    clip_fraction        | 0.0672     |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.29      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 156        |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.0505    |
|    value_loss           | 314        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 67.4        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 28          |
|    time_elapsed         | 18499       |
|    total_timesteps      | 1792        |
| train/                  |             |
|    approx_kl            | 0.018480416 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.24       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 145         |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0573     |
|    value_loss           | 294         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 67.4        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 29          |
|    time_elapsed         | 18711       |
|    total_timesteps      | 1856        |
| train/                  |             |
|    approx_kl            | 0.021068525 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.26       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 70.6        |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0517     |
|    value_loss           | 143         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.3        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 30          |
|    time_elapsed         | 18896       |
|    total_timesteps      | 1920        |
| train/                  |             |
|    approx_kl            | 0.024044054 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.28       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 116         |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0589     |
|    value_loss           | 235         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 70.3       |
|    ep_rew_mean          | -287       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 31         |
|    time_elapsed         | 19118      |
|    total_timesteps      | 1984       |
| train/                  |            |
|    approx_kl            | 0.03198516 |
|    clip_fraction        | 0.188      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.13      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 82.8       |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.0684    |
|    value_loss           | 168        |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -184        |
| time/                   |             |
|    total_timesteps      | 2048        |
| train/                  |             |
|    approx_kl            | 0.015331095 |
|    clip_fraction        | 0.0672      |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.02       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 111         |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0422     |
|    value_loss           | 224         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 70.3     |
|    ep_rew_mean     | -287     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 32       |
|    time_elapsed    | 22181    |
|    total_timesteps | 2048     |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 70.3       |
|    ep_rew_mean          | -287       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 33         |
|    time_elapsed         | 22409      |
|    total_timesteps      | 2112       |
| train/                  |            |
|    approx_kl            | 0.03908418 |
|    clip_fraction        | 0.223      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.91      |
|    explained_variance   | 0          |
|    learning_rate        | 0.0003     |
|    loss                 | 77.4       |
|    n_updates            | 320        |
|    policy_gradient_loss | -0.0671    |
|    value_loss           | 157        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.3        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 34          |
|    time_elapsed         | 22592       |
|    total_timesteps      | 2176        |
| train/                  |             |
|    approx_kl            | 0.022339385 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.77       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 88.9        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0577     |
|    value_loss           | 180         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.3        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 35          |
|    time_elapsed         | 22791       |
|    total_timesteps      | 2240        |
| train/                  |             |
|    approx_kl            | 0.022428777 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.63       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 70.7        |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0655     |
|    value_loss           | 144         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.3        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 36          |
|    time_elapsed         | 22982       |
|    total_timesteps      | 2304        |
| train/                  |             |
|    approx_kl            | 0.016905047 |
|    clip_fraction        | 0.0844      |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.53       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 54.6        |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0531     |
|    value_loss           | 111         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 74.4       |
|    ep_rew_mean          | -287       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 37         |
|    time_elapsed         | 23153      |
|    total_timesteps      | 2368       |
| train/                  |            |
|    approx_kl            | 0.02328303 |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | -8.45      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 57.7       |
|    n_updates            | 360        |
|    policy_gradient_loss | -0.0585    |
|    value_loss           | 117        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 77.8        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 38          |
|    time_elapsed         | 23304       |
|    total_timesteps      | 2432        |
| train/                  |             |
|    approx_kl            | 0.044985138 |
|    clip_fraction        | 0.253       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.25       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 49.8        |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0642     |
|    value_loss           | 101         |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 77.8      |
|    ep_rew_mean          | -287      |
| time/                   |           |
|    fps                  | 0         |
|    iterations           | 39        |
|    time_elapsed         | 23470     |
|    total_timesteps      | 2496      |
| train/                  |           |
|    approx_kl            | 0.0398153 |
|    clip_fraction        | 0.228     |
|    clip_range           | 0.2       |
|    entropy_loss         | -8.17     |
|    explained_variance   | 0         |
|    learning_rate        | 0.0003    |
|    loss                 | 23.1      |
|    n_updates            | 380       |
|    policy_gradient_loss | -0.0748   |
|    value_loss           | 47.3      |
---------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 400         |
|    mean_reward          | -183        |
| time/                   |             |
|    total_timesteps      | 2560        |
| train/                  |             |
|    approx_kl            | 0.027839454 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -8.11       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 41.4        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0597     |
|    value_loss           | 84.6        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 81.6     |
|    ep_rew_mean     | -287     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 40       |
|    time_elapsed    | 26452    |
|    total_timesteps | 2560     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81.6        |
|    ep_rew_mean          | -287        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 41          |
|    time_elapsed         | 26623       |
|    total_timesteps      | 2624        |
| train/                  |             |
|    approx_kl            | 0.020205291 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.99       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 40.1        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0571     |
|    value_loss           | 81.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 85.1       |
|    ep_rew_mean          | -286       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 42         |
|    time_elapsed         | 26801      |
|    total_timesteps      | 2688       |
| train/                  |            |
|    approx_kl            | 0.02349067 |
|    clip_fraction        | 0.128      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.85      |
|    explained_variance   | 5.96e-08   |
|    learning_rate        | 0.0003     |
|    loss                 | 50.4       |
|    n_updates            | 410        |
|    policy_gradient_loss | -0.0545    |
|    value_loss           | 103        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 43          |
|    time_elapsed         | 26928       |
|    total_timesteps      | 2752        |
| train/                  |             |
|    approx_kl            | 0.024109166 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.7        |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 41.9        |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0597     |
|    value_loss           | 85.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 85.1       |
|    ep_rew_mean          | -286       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 44         |
|    time_elapsed         | 27081      |
|    total_timesteps      | 2816       |
| train/                  |            |
|    approx_kl            | 0.04591059 |
|    clip_fraction        | 0.244      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.55      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 19         |
|    n_updates            | 430        |
|    policy_gradient_loss | -0.0774    |
|    value_loss           | 39.2       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 45          |
|    time_elapsed         | 27229       |
|    total_timesteps      | 2880        |
| train/                  |             |
|    approx_kl            | 0.021040674 |
|    clip_fraction        | 0.0969      |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.42       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 41          |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0538     |
|    value_loss           | 83.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -286        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 46          |
|    time_elapsed         | 27338       |
|    total_timesteps      | 2944        |
| train/                  |             |
|    approx_kl            | 0.039559312 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.26       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 30.1        |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0767     |
|    value_loss           | 61.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
