time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/is_line_search_success,train/explained_variance,train/n_updates,train/policy_objective,train/learning_rate,train/kl_divergence_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
47,3008,56.255319148936174,-234.3412315531915,0,31384,1.0,-2.384185791015625e-07,46,0.6798321008682251,0.0003,0.06135036051273346,272.72449951171876,,
,3072,,,,,1.0,-1.1920928955078125e-07,47,0.6060301065444946,0.0003,0.07855372130870819,134.87289428710938,-182.50913459999998,400.0
48,3072,58.204081632653065,-235.28053910204082,0,34405,,,,,,,,,
49,3136,58.204081632653065,-235.28053910204082,0,34671,1.0,5.960464477539063e-08,48,1.2535146474838257,0.0003,0.06936758011579514,243.40359344482422,,
50,3200,59.88,-237.07792254,0,34899,1.0,-1.1920928955078125e-07,49,0.6433145999908447,0.0003,0.05956052243709564,224.68515014648438,,
51,3264,59.88,-237.07792254,0,35154,1.0,0.0,50,0.971835732460022,0.0003,0.06558512151241302,216.60579833984374,,
52,3328,61.294117647058826,-238.43362078431372,0,35380,1.0,0.0,51,0.7026162147521973,0.0003,0.09831047803163528,284.933154296875,,
53,3392,61.294117647058826,-238.43362078431372,0,35602,1.0,0.0,52,1.0656967163085938,0.0003,0.07763180881738663,147.89527587890626,,
54,3456,61.294117647058826,-238.43362078431372,0,35812,1.0,5.960464477539063e-08,53,0.5953652858734131,0.0003,0.06201433390378952,133.07013397216798,,
55,3520,61.294117647058826,-238.43362078431372,0,36030,1.0,0.0,54,0.5651680827140808,0.0003,0.06624295562505722,132.78118896484375,,
,3584,,,,,1.0,1.1920928955078125e-07,55,0.5328514575958252,0.0003,0.05882257595658302,172.89970855712892,-183.1240148,400.0
56,3584,62.76923076923077,-239.58214996153845,0,39052,,,,,,,,,
57,3648,62.76923076923077,-239.58214996153845,0,39303,1.0,0.0,56,0.6194781064987183,0.0003,0.06644098460674286,76.12984313964844,,
58,3712,64.60377358490567,-240.36926441509434,0,39484,1.0,1.1920928955078125e-07,57,0.5546965599060059,0.0003,0.05859503895044327,262.1407073974609,,
59,3776,64.60377358490567,-240.36926441509434,0,39661,1.0,0.0,58,1.7379709482192993,0.0003,0.08240017294883728,87.91199264526367,,
60,3840,66.4074074074074,-241.26293564814816,0,39872,1.0,5.960464477539063e-08,59,0.6303677558898926,0.0003,0.05212140828371048,107.69836120605468,,
61,3904,66.4074074074074,-241.26293564814816,0,40059,1.0,0.0,60,0.5626556873321533,0.0003,0.056093670427799225,189.03103637695312,,
62,3968,66.4074074074074,-241.26293564814816,0,40213,1.0,0.0,61,0.6021094918251038,0.0003,0.05775240808725357,150.46033325195313,,
63,4032,66.4074074074074,-241.26293564814816,0,40370,1.0,0.0,62,1.0156031847000122,0.0003,0.07515427470207214,71.49255905151367,,
,4096,,,,,1.0,0.0,63,0.6874299049377441,0.0003,0.0682087242603302,88.40294570922852,-189.7547492,400.0
64,4096,68.78181818181818,-241.5224601818182,0,43338,,,,,,,,,
65,4160,68.78181818181818,-241.5224601818182,0,43524,1.0,0.0,64,0.7416543960571289,0.0003,0.06255760043859482,109.738037109375,,
66,4224,68.78181818181818,-241.5224601818182,0,43670,1.0,0.0,65,0.8009423613548279,0.0003,0.09091097116470337,110.9291763305664,,
67,4288,70.71428571428571,-242.17544535714288,0,43846,1.0,5.960464477539063e-08,66,0.8590681552886963,0.0003,0.05952882766723633,66.97026138305664,,
68,4352,70.71428571428571,-242.17544535714288,0,44025,1.0,0.0,67,0.8817448019981384,0.0003,0.05725359171628952,145.93388824462892,,
69,4416,70.71428571428571,-242.17544535714288,0,44174,1.0,0.0,68,0.7427841424942017,0.0003,0.06253497302532196,118.01910705566407,,
70,4480,70.71428571428571,-242.17544535714288,0,44333,1.0,0.0,69,0.4298950135707855,0.0003,0.046379730105400085,91.97350540161133,,
71,4544,70.71428571428571,-242.17544535714288,0,44447,1.0,1.1920928955078125e-07,70,0.4522067904472351,0.0003,0.041232116520404816,115.50609893798828,,
,4608,,,,,1.0,0.0,71,0.42430752515792847,0.0003,0.07946598529815674,49.38346939086914,-182.9108916,400.0
72,4608,73.54385964912281,-242.6250955263158,0,47342,,,,,,,,,
73,4672,73.54385964912281,-242.6250955263158,0,47466,1.0,5.960464477539063e-08,72,0.8765700459480286,0.0003,0.0764569342136383,67.2722053527832,,
74,4736,76.01724137931035,-243.19732412068967,0,47592,1.0,0.0,73,0.6519477367401123,0.0003,0.07134272903203964,57.67027816772461,,
75,4800,76.01724137931035,-243.19732412068967,0,47737,1.0,0.0,74,1.5628324747085571,0.0003,0.07393705099821091,63.76750564575195,,
76,4864,76.01724137931035,-243.19732412068967,0,47867,1.0,0.0,75,1.0956175327301025,0.0003,0.07946903258562088,83.68355865478516,,
77,4928,76.01724137931035,-243.19732412068967,0,47983,1.0,5.960464477539063e-08,76,0.4961526393890381,0.0003,0.07136911153793335,57.365796661376955,,
78,4992,76.01724137931035,-243.19732412068967,0,48117,1.0,0.0,77,0.549684464931488,0.0003,0.06459289789199829,51.53182830810547,,
79,5056,78.83050847457628,-243.87820377966102,0,48250,1.0,0.0,78,0.6861369609832764,0.0003,0.06016753613948822,91.56399688720703,,
