time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/is_line_search_success,train/explained_variance,train/n_updates,train/policy_objective,train/learning_rate,train/kl_divergence_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
45,2880,58.125,-301.0122782083333,0,32208,1.0,0.0,44,0.25274550914764404,0.0003,0.00427200086414814,989.2832824707032,,
46,2944,58.125,-301.0122782083333,0,32604,1.0,1.1920928955078125e-07,45,0.26127198338508606,0.0003,0.004162215162068605,597.7794616699218,,
47,3008,58.1,-297.56741036,0,32990,1.0,-1.1920928955078125e-07,46,0.23896214365959167,0.0003,0.0042485021986067295,962.4001342773438,,
,3072,,,,,1.0,2.384185791015625e-07,47,0.25284498929977417,0.0003,0.0041947029531002045,503.3673980712891,-183.3637296,400.0
48,3072,58.3921568627451,-297.48603239215686,0,36183,,,,,,,,,
49,3136,57.98076923076923,-293.84049775,0,36550,1.0,1.1920928955078125e-07,48,0.2817927896976471,0.0003,0.004204469732940197,672.8502807617188,,
50,3200,57.98076923076923,-293.84049775,0,36947,1.0,0.0,49,0.288970410823822,0.0003,0.004221714101731777,846.8042236328125,,
51,3264,57.98076923076923,-293.84049775,0,37340,1.0,1.7881393432617188e-07,50,0.28191012144088745,0.0003,0.004472858272492886,1181.62763671875,,
52,3328,59.2037037037037,-297.03826499999997,0,37762,1.0,-1.1920928955078125e-07,51,0.28208717703819275,0.0003,0.004796797409653664,926.5612182617188,,
53,3392,59.163636363636364,-296.30232265454543,0,38162,1.0,-1.1920928955078125e-07,52,0.2868298888206482,0.0003,0.004303612746298313,1048.6595825195313,,
54,3456,59.767857142857146,-297.9578726964286,0,38503,1.0,-1.1920928955078125e-07,53,0.2898334264755249,0.0003,0.004483974538743496,857.4072814941406,,
55,3520,59.14035087719298,-294.29691233333335,0,38905,1.0,-1.1920928955078125e-07,54,0.29412543773651123,0.0003,0.004372728057205677,1123.3149047851562,,
,3584,,,,,1.0,-1.1920928955078125e-07,55,0.31863048672676086,0.0003,0.004989565350115299,981.0925354003906,-182.7828822,400.0
56,3584,58.55172413793103,-291.11854012068966,0,42059,,,,,,,,,
57,3648,58.733333333333334,-290.6588747,0,42482,1.0,-1.1920928955078125e-07,56,0.290283739566803,0.0003,0.004872943740338087,828.4552856445313,,
58,3712,59.24590163934426,-292.556803442623,0,42926,1.0,0.0,57,0.3345826268196106,0.0003,0.004419112112373114,793.4882995605469,,
59,3776,58.903225806451616,-290.6108905161291,0,43311,1.0,-1.1920928955078125e-07,58,0.2645239233970642,0.0003,0.004986449144780636,1145.1065307617187,,
60,3840,58.903225806451616,-290.6108905161291,0,43702,1.0,1.1920928955078125e-07,59,0.30543023347854614,0.0003,0.004873097408562899,439.557958984375,,
61,3904,59.34375,-290.768308328125,0,44058,1.0,0.0,60,0.27786266803741455,0.0003,0.005026786122471094,981.49599609375,,
62,3968,58.43939393939394,-285.130648,0,44464,1.0,0.0,61,0.28223469853401184,0.0003,0.004681121092289686,616.8443115234375,,
63,4032,57.656716417910445,-281.38523802985077,0,44918,1.0,0.0,62,0.29525524377822876,0.0003,0.004614068195223808,584.4136291503906,,
,4096,,,,,1.0,0.0,63,0.2828950583934784,0.0003,0.004775091074407101,1143.827783203125,-183.66435959999995,399.8
64,4096,58.11594202898551,-282.2790850289855,0,48104,,,,,,,,,
65,4160,57.42857142857143,-278.71963765714287,0,48503,1.0,0.0,64,0.2817509174346924,0.0003,0.004462528973817825,777.0231201171875,,
66,4224,57.42857142857143,-278.71963765714287,0,48935,1.0,1.1920928955078125e-07,65,0.30081087350845337,0.0003,0.00456650136038661,1210.651611328125,,
67,4288,57.791666666666664,-280.18418719444446,0,49359,1.0,0.0,66,0.32819703221321106,0.0003,0.0049537415616214275,1368.290478515625,,
68,4352,58.10958904109589,-281.4897627945205,0,49758,1.0,0.0,67,0.28737762570381165,0.0003,0.004898452665656805,941.6061340332031,,
69,4416,57.89333333333333,-279.61012732,0,50143,1.0,0.0,68,0.2834154963493347,0.0003,0.004765857942402363,696.1071594238281,,
70,4480,57.473684210526315,-277.0014608157894,0,50535,1.0,0.0,69,0.28255948424339294,0.0003,0.0048399316146969795,414.1732421875,,
71,4544,57.0,-274.42219179220774,0,50898,1.0,0.0,70,0.3418430984020233,0.0003,0.0057565802708268166,1164.7032470703125,,
,4608,,,,,1.0,1.1920928955078125e-07,71,0.32272204756736755,0.0003,0.004423768725246191,664.4916198730468,-183.8698022,400.0
72,4608,57.0,-274.42219179220774,0,54082,,,,,,,,,
73,4672,57.42307692307692,-275.5366971282051,0,54503,1.0,-1.1920928955078125e-07,72,0.294921338558197,0.0003,0.004646770656108856,1002.7272583007813,,
74,4736,57.64556962025316,-276.11625598734173,0,54877,1.0,1.1920928955078125e-07,73,0.31530818343162537,0.0003,0.00503154331818223,1396.81337890625,,
75,4800,58.34567901234568,-278.50844806172836,0,55264,1.0,1.1920928955078125e-07,74,0.30919161438941956,0.0003,0.00521484250202775,711.7747192382812,,
76,4864,58.34567901234568,-278.50844806172836,0,55668,1.0,0.0,75,0.31144675612449646,0.0003,0.005630571860820055,718.2232788085937,,
77,4928,58.34567901234568,-278.50844806172836,0,56028,1.0,1.7881393432617188e-07,76,0.28453120589256287,0.0003,0.005148099735379219,1405.4882690429688,,
78,4992,58.76829268292683,-280.2213298170731,0,56435,1.0,1.1920928955078125e-07,77,0.287841260433197,0.0003,0.005125473253428936,722.7692932128906,,
79,5056,58.78313253012048,-279.7804758192771,0,56852,1.0,-1.1920928955078125e-07,78,0.2906595766544342,0.0003,0.005985231138765812,866.4919982910156,,
